id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
1138,phillip cobb, (new earth),,bad characters,,brown hair,male characters,living characters,24,"1957, december",1957
1139,herbert simms, (new earth),public identity,good characters,,black hair,male characters,living characters,24,"1942, january",1942
1140,anthony zucco, (new earth),public identity,bad characters,brown eyes,black hair,male characters,deceased characters,24,"1940, april",1940
1141,david singh, (new earth),,good characters,,brown hair,male characters,living characters,23,"2010, may",2010
1142,ratchet, (new earth),public identity,bad characters,blue eyes,,male characters,deceased characters,23,"2008, december",2008
1143,karu-sil, (new earth),public identity,bad characters,black eyes,brown hair,female characters,living characters,23,"2007, june",2007
1144,gerome mckenna, (new earth),secret identity,good characters,,black hair,male characters,deceased characters,23,"2006, july",2006
1145,streaky, (new earth),public identity,neutral characters,yellow eyes,orange hair,male characters,living characters,23,"2006, november",2006
1146,zoanne wilkins, (new earth),public identity,good characters,brown eyes,black hair,female characters,living characters,23,"2006, july",2006
1147,holly granger, (new earth),secret identity,good characters,blue eyes,red hair,female characters,deceased characters,23,"2005, may",2005
1148,timothy zanetti, (new earth),secret identity,good characters,,,male characters,deceased characters,23,"2005, march",2005
1149,jane doe, (new earth),secret identity,bad characters,,brown hair,female characters,living characters,23,"2003, july",2003
1150,kirk depaul, (new earth),public identity,good characters,blue eyes,brown hair,male characters,deceased characters,23,"2002, february",2002
1151,freak, (new earth),secret identity,good characters,amber eyes,black hair,female characters,living characters,23,"2001, december",2001
1152,theodore bruder, (new earth),public identity,good characters,brown eyes,orange hair,male characters,living characters,23,"2001, december",2001
1153,victor darge, (new earth),public identity,good characters,brown eyes,brown hair,male characters,living characters,23,"2001, december",2001
1154,guillermo barrera, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,living characters,23,"1998, july",1998
1155,stella maxwell, (dakotaverse),secret identity,good characters,brown eyes,brown hair,female characters,living characters,23,"1994, december",1994
1156,bandage people, (new earth),secret identity,good characters,,,,living characters,23,"1993, june",1993
1157,ladonna jameal, (new earth),secret identity,good characters,brown eyes,brown hair,female characters,living characters,23,"1988, may",1988
1158,mason trollbridge, (new earth),,,brown eyes,brown hair,male characters,living characters,23,"1988, august",1988
1159,hestia, (new earth),public identity,neutral characters,,,female characters,living characters,23,"1987, february",1987
1160,robert long, (new earth),public identity,good characters,,,male characters,living characters,23,"1987, march",1987
1161,mikhail gorbachev, (new earth),public identity,,blue eyes,,male characters,living characters,23,"1985, november",1985
1162,citrina, (new earth),public identity,good characters,yellow eyes,,female characters,living characters,23,"1983, april",1983
1163,aristides demetrios, (new earth),secret identity,good characters,brown eyes,black hair,male characters,living characters,23,"1982, june",1982
1164,charon, (new earth),secret identity,neutral characters,,,,living characters,23,"1982, august",1982
1165,david drake, (new earth),secret identity,bad characters,blue eyes,,male characters,living characters,23,"1981, february",1981
1166,albert michaels, (new earth),secret identity,bad characters,blue eyes,blond hair,male characters,living characters,23,"1978, may",1978
1167,qwewq, (new earth),secret identity,bad characters,,,male characters,deceased characters,23,"1972, august",1972
1168,steppenwolf, (new earth),public identity,bad characters,red eyes,black hair,male characters,deceased characters,23,"1972, march",1972
1169,mokkari, (new earth),secret identity,bad characters,white eyes,,male characters,living characters,23,"1971, january",1971
1170,tannarak, (new earth),secret identity,bad characters,blue eyes,black hair,male characters,living characters,23,"1970, december",1970
1171,leander brent, (new earth),,good characters,,,male characters,living characters,23,"1966, june",1966
1172,jillian jackson, (new earth),,good characters,,blond hair,female characters,living characters,23,"1965, november",1965
1173,medusa, (new earth),public identity,bad characters,,,female characters,living characters,23,"1964, october",1964
1174,rath, (new earth),secret identity,bad characters,,,male characters,living characters,23,"1962, march",1962
1175,saul erdel, (new earth),public identity,good characters,,white hair,male characters,living characters,23,"1955, november",1955
1176,abraham lincoln, (new earth),public identity,good characters,,black hair,male characters,living characters,23,"1950, september",1950
1177,lawrence lance, (new earth),public identity,,blue eyes,blond hair,male characters,deceased characters,23,"1948, february",1948
1178,richard mehlville, (new earth),,good characters,,blond hair,male characters,living characters,23,"1942, january",1942
1179,thor the thunder dog, (new earth),,good characters,,,male characters,living characters,23,"1942, march",1942
1180,cronus, (new earth),public identity,bad characters,red eyes,white hair,male characters,living characters,23,"1941, december",1941
1181,dummy, (new earth),,bad characters,brown eyes,brown hair,male characters,living characters,23,"1941, december",1941
1182,woodley allen, (new earth),public identity,good characters,,brown hair,male characters,living characters,23,"1941, april",1941
1183,richard stanton, (new earth),secret identity,good characters,brown eyes,,male characters,deceased characters,23,"1940, may",1940
1184,karl hellfern, (new earth),secret identity,bad characters,,black hair,male characters,living characters,23,"1939, july",1939
1185,tribulus, (new earth),public identity,neutral characters,,,male characters,living characters,22,"2009, april",2009
1186,atlee, (new earth),secret identity,good characters,violet eyes,black hair,female characters,living characters,22,"2007, january",2007
1187,alix harrower, (new earth),secret identity,good characters,white eyes,red hair,female characters,living characters,22,"2006, january",2006
1188,father time, (new earth),secret identity,neutral characters,blue eyes,black hair,male characters,living characters,22,"2006, april",2006
1189,shorm, (new earth),public identity,good characters,green eyes,,male characters,living characters,22,"2005, november",2005
1190,vortex, (new earth),secret identity,good characters,black eyes,,male characters,living characters,22,"2004, may",2004
1191,jackson davies, (new earth),,good characters,brown eyes,black hair,male characters,living characters,22,"2003, february",2003
1192,kent connor, (new earth),secret identity,bad characters,black eyes,black hair,male characters,deceased characters,22,"1997, january",1997
1193,lyle bolton, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,living characters,22,"1996, january",1996
1194,nicholas bromfield, (new earth),public identity,good characters,brown eyes,brown hair,male characters,living characters,22,"1995, december",1995
1195,liam mchugh, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,living characters,22,"1994, march",1994
1196,bird, (new earth),secret identity,,,blond hair,male characters,living characters,22,"1993, january",1993
1197,alicia collins, (new earth),secret identity,good characters,blue eyes,green hair,female characters,living characters,22,"1992, april",1992
1198,brian arsala, (new earth),public identity,good characters,brown eyes,brown hair,male characters,deceased characters,22,"1988, december",1988
1199,cornelius stirk, (new earth),public identity,bad characters,blue eyes,,male characters,living characters,22,"1988, november",1988
1200,otis flannegan, (new earth),public identity,bad characters,blue eyes,blond hair,male characters,deceased characters,22,"1988, april",1988
1201,walter johnson i, (new earth),public identity,good characters,brown eyes,black hair,male characters,deceased characters,22,1988,1988
1202,wayne hawkins, (new earth),secret identity,good characters,brown eyes,black hair,male characters,deceased characters,22,"1988, january",1988
1203,andrew flint, (new earth),,good characters,,black hair,male characters,living characters,22,"1987, september",1987
1204,myndi mayer, (new earth),public identity,good characters,,black hair,female characters,deceased characters,22,"1987, august",1987
1205,child and flaw, (new earth),,bad characters,,,male characters,living characters,22,"1986, june",1986
1206,geoffrey thibodeux, (new earth),,bad characters,black eyes,,male characters,living characters,22,"1985, january",1985
1207,norman paxton, (new earth),public identity,good characters,,black hair,male characters,living characters,22,"1984, june",1984
1208,herbert winston, (new earth),public identity,good characters,,black hair,male characters,living characters,22,"1983, may",1983
1209,marion winston, (new earth),public identity,good characters,,strawberry blond hair,female characters,living characters,22,"1983, may",1983
1210,anton lamont, (new earth),secret identity,bad characters,blue eyes,white hair,male characters,living characters,22,"1978, october",1978
1211,phobos, (new earth),public identity,bad characters,red eyes,red hair,male characters,living characters,22,"1969, august",1969
1212,william king, (new earth),,good characters,,brown hair,male characters,living characters,22,"1966, june",1966
1213,ace arn, (new earth),secret identity,good characters,black eyes,white hair,male characters,living characters,22,"1965, november",1965
1214,abnegazar, (new earth),secret identity,bad characters,black eyes,,male characters,living characters,22,"1962, march",1962
1215,santiago vargas, (new earth),secret identity,good characters,brown eyes,black hair,male characters,living characters,22,"1955, january",1955
1216,david clark, (new earth),secret identity,good characters,blue eyes,black hair,male characters,living characters,22,"1941, january",1941
1217,gavril ivanovich, (new earth),public identity,good characters,blue eyes,blond hair,male characters,living characters,21,"2010, august",2010
1218,john raymond, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,living characters,21,"2009, october",2009
1219,moses lwanga, (new earth),secret identity,good characters,brown eyes,black hair,male characters,living characters,21,"2008, december",2008
1220,ghost fox killer, (new earth),secret identity,neutral characters,white eyes,black hair,female characters,living characters,21,"2006, june",2006
1221,jeremy karne, (new earth),secret identity,bad characters,,blond hair,male characters,living characters,21,"2006, july",2006
1222,jonathan horne, (new earth),public identity,,,brown hair,male characters,living characters,21,"2006, october",2006
1223,turytt, (new earth),secret identity,good characters,red eyes,,male characters,living characters,21,"2006, june",2006
1224,henry bucher, (new earth),secret identity,good characters,black eyes,black hair,male characters,living characters,21,"2004, may",2004
1225,monolith, (new earth),secret identity,neutral characters,,,male characters,living characters,21,"2004, april",2004
1226,avruiskin of pokolistan, (new earth),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,21,"2001, july",2001
1227,ishido maad, (new earth),secret identity,good characters,brown eyes,black hair,male characters,living characters,21,"1998, september",1998
1228,fringe, (new earth),secret identity,good characters,white eyes,white hair,male characters,living characters,21,"1997, january",1997
1229,delmore redhorn, (new earth),public identity,bad characters,,red hair,male characters,deceased characters,21,"1996, october",1996
1230,hero cruz, (new earth),secret identity,good characters,brown eyes,black hair,male characters,living characters,21,"1996, september",1996
1231,ringo chen, (new earth),public identity,neutral characters,brown eyes,black hair,male characters,deceased characters,21,"1996, april",1996
1232,nora bromfield, (new earth),public identity,good characters,brown eyes,brown hair,female characters,living characters,21,"1995, december",1995
1233,anthony burke, (new earth),,good characters,,brown hair,male characters,living characters,21,"1993, may",1993
1234,leonard smalls, (dakotaverse),secret identity,bad characters,brown eyes,black hair,male characters,living characters,21,"1993, april",1993
1235,natalia dzerchenko, (new earth),public identity,,brown eyes,brown hair,female characters,living characters,21,"1993, december",1993
1236,phantasm ii, (new earth),,,,,,deceased characters,21,"1992, march",1992
1237,keith robert white, (new earth),public identity,,brown eyes,black hair,male characters,living characters,21,"1991, july",1991
1238,rafael sandoval, (new earth),secret identity,good characters,brown eyes,black hair,male characters,living characters,21,"1989, august",1989
1239,andre blanc-dumont, (new earth),public identity,,green eyes,brown hair,male characters,deceased characters,21,"1988, march",1988
1240,donna cabot, (new earth),public identity,good characters,,brown hair,female characters,living characters,21,"1988, october",1988
1241,elizabeth clawman, (new earth),public identity,good characters,brown eyes,black hair,female characters,living characters,21,"1988, january",1988
1242,kyle spencer, (new earth),public identity,good characters,,blond hair,male characters,living characters,21,"1988, october",1988
1243,marie payton, (new earth),public identity,neutral characters,blue eyes,blond hair,female characters,living characters,21,"1988, october",1988
1244,mitchell hoberman, (new earth),secret identity,good characters,,red hair,male characters,living characters,21,"1988, may",1988
1245,adam grant, (new earth),public identity,neutral characters,,blond hair,male characters,deceased characters,21,"1987, june",1987
1246,"alice, daily planet, (new earth)", (new earth),public identity,good characters,,red hair,female characters,living characters,21,"1987, may",1987
1247,ivana christina borodin molotova, (new earth),secret identity,bad characters,brown eyes,red hair,female characters,deceased characters,21,"1987, december",1987
1248,tawny young, (new earth),public identity,neutral characters,,,female characters,living characters,21,"1984, may",1984
1249,bethany snow, (new earth),public identity,bad characters,blue eyes,red hair,female characters,living characters,21,"1982, august",1982
1250,mary seward, (new earth),public identity,bad characters,red eyes,red hair,female characters,living characters,21,"1981, march",1981
1251,vernon questor, (new earth),,,,black hair,male characters,living characters,21,"1981, june",1981
1252,quentin turnbull, (new earth),public identity,bad characters,,white hair,male characters,deceased characters,21,"1974, june",1974
1253,charity, (new earth),public identity,good characters,,,female characters,living characters,21,"1972, october",1972
1254,doctor moon, (new earth),secret identity,bad characters,black eyes,black hair,male characters,deceased characters,21,"1972, march",1972
1255,himon, (new earth),public identity,neutral characters,blue eyes,white hair,male characters,living characters,21,"1972, august",1972
1256,cynthia of the kindly ones, (new earth),,neutral characters,,,female characters,living characters,21,"1969, march",1969
1257,benjamin hunter, (new earth),public identity,good characters,blue eyes,brown hair,male characters,living characters,21,"1967, april",1967
1258,marcus of rome, (new earth),public identity,,blue eyes,black hair,male characters,living characters,21,"1955, september",1955
1259,steven sharpe iii, (new earth),secret identity,bad characters,blue eyes,white hair,male characters,deceased characters,21,"1944, june",1944
1260,stretch skinner, (new earth),public identity,neutral characters,,brown hair,male characters,living characters,21,"1942, april",1942
1261,winston churchill, (new earth),,good characters,,grey hair,male characters,living characters,21,"1942, march",1942
1262,roy lincoln, (new earth),secret identity,good characters,blue eyes,black hair,male characters,deceased characters,21,"1941, august",1941
1263,khufu, (new earth),public identity,good characters,,blond hair,male characters,living characters,21,"1940, january",1940
1264,lois lane robot, (new earth),public identity,neutral characters,blue eyes,black hair,female characters,living characters,20,"2010, august",2010
1265,bounder, (new earth),public identity,good characters,,,male characters,living characters,20,"2009, june",2009
1266,ciji, (new earth),public identity,good characters,green eyes,brown hair,female characters,living characters,20,"2009, july",2009
1267,robert dickering, (new earth),secret identity,good characters,blue eyes,brown hair,male characters,living characters,20,"2009, october",2009
1268,smite, (new earth),,bad characters,,,male characters,living characters,20,"2009, july",2009
1269,tamara fox, (new earth),public identity,good characters,,black hair,female characters,living characters,20,"2009, october",2009
1270,copper, (new earth),secret identity,good characters,photocellular eyes,,female characters,living characters,20,"2007, april",2007
1271,tekik, (new earth),public identity,bad characters,photocellular eyes,,,living characters,20,"2007, august",2007
1272,james lenahan, (new earth),public identity,good characters,brown eyes,blond hair,male characters,deceased characters,20,"2005, september",2005
1273,jillian pearlman, (new earth),public identity,good characters,blue eyes,blond hair,female characters,living characters,20,"2005, july",2005
1274,lup\u00e9 teresa leocadio-escudero, (new earth),public identity,good characters,brown eyes,brown hair,female characters,living characters,20,"2004, april",2004
1275,aaron cash, (new earth),public identity,good characters,,black hair,male characters,living characters,20,"2003, july",2003
1276,ashley zolomon, (new earth),public identity,good characters,,brown hair,female characters,living characters,20,"2003, june",2003
1277,ferdinand, (new earth),public identity,good characters,,,male characters,living characters,20,"2003, october",2003
1278,jonah mccarthy, (new earth),public identity,neutral characters,,brown hair,male characters,deceased characters,20,"2003, october",2003
1279,daniel tsang, (new earth),public identity,good characters,black eyes,black hair,male characters,living characters,20,"2002, february",2002
1280,josiah power, (new earth),public identity,good characters,black eyes,black hair,male characters,living characters,20,"2002, february",2002
1281,cindy burman, (new earth),public identity,bad characters,green eyes,brown hair,female characters,living characters,20,"1999, august",1999
1282,synnar ii, (new earth),public identity,bad characters,,black hair,male characters,living characters,20,"1998, july",1998
1283,sofia falcone, (new earth),secret identity,bad characters,brown eyes,brown hair,female characters,deceased characters,20,"1997, may",1997
1284,kenneth braverman, (new earth),public identity,bad characters,hazel eyes,,male characters,deceased characters,20,"1994, october",1994
1285,charles wylde, (new earth),public identity,good characters,,brown hair,male characters,living characters,20,"1993, november",1993
1286,mardin, (new earth),,good characters,,purple hair,female characters,living characters,20,"1993, september",1993
1287,raelene sharp, (new earth),secret identity,neutral characters,,brown hair,female characters,deceased characters,20,1993,1993
1288,sharon hawkins, (dakotaverse),public identity,good characters,brown eyes,brown hair,female characters,living characters,20,"1993, june",1993
1289,trogg, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,living characters,20,"1993, january",1993
1290,zombie, (new earth),secret identity,bad characters,brown eyes,,male characters,living characters,20,"1993, january",1993
1291,kit ryan, (new earth),public identity,good characters,green eyes,black hair,female characters,living characters,20,"1991, october",1991
1292,lynx, (new earth),secret identity,bad characters,brown eyes,black hair,female characters,deceased characters,20,"1991, january",1991
1293,dreamslayer, (new earth),secret identity,bad characters,,,male characters,living characters,20,"1990, june",1990
1294,ernest clay, (new earth),public identity,bad characters,,brown hair,male characters,living characters,20,"1990, july",1990
1295,desire, (new earth),secret identity,neutral characters,yellow eyes,,genderless characters,living characters,20,"1989, november",1989
1296,dominic mndawe, (new earth),secret identity,good characters,brown eyes,black hair,male characters,deceased characters,20,"1989, july",1989
1297,jeffrey goslin, (new earth),,good characters,brown eyes,black hair,male characters,living characters,20,"1987, march",1987
1298,margaret adam, (new earth),,,blue eyes,blond hair,female characters,living characters,20,"1987, march",1987
1299,siegfried horatio hunch iii, (new earth),secret identity,good characters,,black hair,male characters,living characters,20,"1986, january",1986
1300,wenonah littlebird, (new earth),secret identity,good characters,,black hair,female characters,living characters,20,"1986, march",1986
1301,themis, (new earth),public identity,neutral characters,blue eyes,grey hair,female characters,living characters,20,"1985, august",1985
1302,thia, (new earth),public identity,neutral characters,red eyes,red hair,female characters,living characters,20,"1985, april",1985
1303,arnold pruett, (new earth),secret identity,bad characters,red eyes,red hair,male characters,living characters,20,"1984, july",1984
1304,anton knight, (earth-one),secret identity,bad characters,blue eyes,red hair,male characters,living characters,20,"1983, august",1983
1305,gregor markov, (new earth),public identity,good characters,,brown hair,male characters,deceased characters,20,"1983, august",1983
1306,jonathan davis, (new earth),,good characters,,brown hair,male characters,living characters,20,"1983, november",1983
1307,j.a.k.e. ii, (new earth),secret identity,good characters,photocellular eyes,,male characters,living characters,20,"1982, july",1982
1308,mara, (new earth),public identity,good characters,violet eyes,blond hair,female characters,living characters,20,"1982, december",1982
1309,deborah dancer, (new earth),,good characters,green eyes,red hair,female characters,living characters,20,"1981, march",1981
1310,silas stone, (new earth),public identity,,,black hair,male characters,deceased characters,20,"1980, october",1980
1311,rebecca langstrom, (new earth),public identity,good characters,,blond hair,female characters,living characters,20,"1978, may",1978
1312,forager i, (new earth),secret identity,good characters,blue eyes,black hair,male characters,deceased characters,20,"1972, july",1972
1313,gilotina, (new earth),secret identity,bad characters,blue eyes,platinum blond hair,female characters,living characters,20,"1972, june",1972
1314,ona tornsen, (new earth),public identity,good characters,,black hair,female characters,living characters,20,"1972, february",1972
1315,edward deacon, (new earth),,good characters,blue eyes,blond hair,male characters,living characters,20,"1971, april",1971
1316,simyan, (new earth),public identity,bad characters,brown eyes,brown hair,male characters,living characters,20,"1971, january",1971
1317,mildred of the kindly ones, (new earth),,neutral characters,,,female characters,living characters,20,"1969, march",1969
1318,don allen, (new earth),,,blue eyes,red hair,male characters,deceased characters,20,"1968, october",1968
1319,michael payson maxwell, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,20,"1967, february",1967
1320,chun yull, (new earth),,bad characters,,,male characters,living characters,20,"1961, january",1961
1321,bulldozer smith, (new earth),public identity,good characters,,strawberry blond hair,male characters,living characters,20,"1960, august",1960
1322,richard raleigh, (new earth),secret identity,good characters,blue eyes,red hair,male characters,deceased characters,20,"1940, july",1940
1323,adrian paratino, (new earth),,good characters,,black hair,male characters,living characters,19,"2009, may",2009
1324,xylon, (new earth),public identity,good characters,black eyes,,male characters,living characters,19,"2009, july",2009
1325,markus clay, (new earth),public identity,good characters,brown eyes,black hair,male characters,living characters,19,"2008, march",2008
1326,lady styx, (new earth),public identity,bad characters,yellow eyes,,female characters,living characters,19,"2006, september",2006
1327,thomas jagger, (new earth),public identity,good characters,brown eyes,brown hair,male characters,living characters,19,"2006, june",2006
1328,vandor, (new earth),public identity,good characters,,white hair,male characters,deceased characters,19,"2006, august",2006
1329,yao fei, (new earth),secret identity,,black eyes,black hair,male characters,living characters,19,"2006, june",2006
1330,alice cohen ii, (new earth),public identity,neutral characters,,red hair,female characters,living characters,19,"2004, april",2004
1331,daniel brickwell, (new earth),public identity,,red eyes,white hair,male characters,living characters,19,"2004, september",2004
1332,"samuel bradley, jr.", (new earth),public identity,,brown eyes,brown hair,male characters,deceased characters,19,"2004, march",2004
1333,leslie anderson, (new earth),public identity,,,brown hair,female characters,living characters,19,"2003, november",2003
1334,nelson crowe, (new earth),,good characters,,blond hair,male characters,living characters,19,"2003, february",2003
1335,romy chandler, (new earth),,good characters,,red hair,female characters,living characters,19,"2003, february",2003
1336,david hersch, (new earth),public identity,bad characters,blue eyes,,male characters,living characters,19,"2001, march",2001
1337,manchester black, (new earth),public identity,bad characters,brown eyes,purple hair,male characters,deceased characters,19,"2001, march",2001
1338,cerdian, (new earth),public identity,good characters,blue eyes,white hair,male characters,deceased characters,19,"2000, may",2000
1339,ignition, (new earth),secret identity,bad characters,,,male characters,living characters,19,"2000, september",2000
1340,barbara whitmore, (new earth),,neutral characters,blue eyes,blond hair,female characters,living characters,19,"1999, july",1999
1341,mario falcone, (new earth),public identity,neutral characters,brown eyes,brown hair,male characters,deceased characters,19,"1999, december",1999
1342,maximillian deville, (new earth),,good characters,,black hair,male characters,living characters,19,"1998, july",1998
1343,rita lopez, (new earth),secret identity,good characters,brown eyes,black hair,female characters,living characters,19,"1997, june",1997
1344,alberto falcone, (new earth),secret identity,bad characters,blue eyes,brown hair,male characters,deceased characters,19,"1996, december",1996
1345,byron stark, (new earth),public identity,good characters,blue eyes,brown hair,male characters,deceased characters,19,"1996, october",1996
1346,deborah perkins, (new earth),secret identity,good characters,,blue hair,female characters,living characters,19,"1996, august",1996
1347,kaliber ii, (new earth),public identity,good characters,black eyes,,male characters,living characters,19,"1996, september",1996
1348,sonar iii, (new earth),secret identity,bad characters,blue eyes,red hair,male characters,living characters,19,"1995, september",1995
1349,alexandra dewitt, (new earth),public identity,good characters,green eyes,blond hair,female characters,deceased characters,19,"1994, january",1994
1350,gunbunny, (new earth),secret identity,bad characters,blue eyes,blond hair,female characters,deceased characters,19,"1994, may",1994
1351,john chan, (new earth),,good characters,,,male characters,living characters,19,"1994, october",1994
1352,edward walker, (new earth),secret identity,good characters,blue eyes,brown hair,male characters,living characters,19,1993,1993
1353,hendricks, (new earth),,good characters,,brown hair,male characters,living characters,19,"1993, june",1993
1354,kate godwin, (new earth),secret identity,good characters,brown eyes,blond hair,female characters,deceased characters,19,"1993, september",1993
1355,kelvin mao, (new earth),secret identity,good characters,yellow eyes,black hair,male characters,deceased characters,19,1993,1993
1356,ahti, (new earth),secret identity,good characters,,,female characters,living characters,19,"1992, september",1992
1357,bast, (new earth),secret identity,,,,female characters,living characters,19,"1991, march",1991
1358,darius, (new earth),public identity,good characters,,,male characters,living characters,19,"1991, august",1991
1359,elizabeth alderman, (new earth),public identity,bad characters,black eyes,black hair,female characters,deceased characters,19,"1991, september",1991
1360,samuel foswell, (new earth),public identity,good characters,,,male characters,living characters,19,"1991, january",1991
1361,carol simon, (new earth),,,,,female characters,living characters,19,"1989, february",1989
1362,carlo sirianni, (new earth),public identity,,brown eyes,red hair,male characters,living characters,19,"1988, march",1988
1363,ivan illyich gort, (new earth),secret identity,bad characters,blue eyes,black hair,male characters,living characters,19,"1988, january",1988
1364,scott fischer, (new earth),public identity,good characters,blue eyes,blond hair,male characters,deceased characters,19,"1988, march",1988
1365,mnemosyne ii, (new earth),,good characters,,brown hair,female characters,living characters,19,"1987, november",1987
1366,brimstone, (new earth),,bad characters,yellow eyes,,male characters,living characters,19,"1986, november",1986
1367,maxwell fisher, (new earth),,good characters,blue eyes,black hair,male characters,living characters,19,"1986, june",1986
1368,melody case, (new earth),public identity,neutral characters,green eyes,red hair,female characters,living characters,19,"1986, june",1986
1369,nadia safir, (new earth),,neutral characters,,,female characters,living characters,19,"1986, may",1986
1370,jonni thunder, (new earth),public identity,good characters,green eyes,blond hair,female characters,living characters,19,"1985, february",1985
1371,alan welles, (new earth),secret identity,neutral characters,blue eyes,brown hair,male characters,deceased characters,19,"1984, june",1984
1372,christopher weiss, (new earth),secret identity,bad characters,blue eyes,,male characters,deceased characters,19,"1984, october",1984
1373,clay kendall, (new earth),public identity,good characters,,blond hair,male characters,deceased characters,19,"1984, january",1984
1374,maude stone, (new earth),public identity,good characters,brown eyes,white hair,female characters,living characters,19,"1984, august",1984
1375,shakedown, (new earth),secret identity,bad characters,green eyes,,male characters,deceased characters,19,"1984, april",1984
1376,tucker stone, (new earth),public identity,good characters,brown eyes,white hair,male characters,living characters,19,"1984, august",1984
1377,joan lincoln, (new earth),,neutral characters,blue eyes,blond hair,female characters,living characters,19,"1983, july",1983
1378,duarmzshee-paan, (new earth),public identity,bad characters,red eyes,green hair,female characters,deceased characters,19,"1981, june",1981
1379,gaea, (new earth),public identity,neutral characters,,,female characters,living characters,19,"1981, september",1981
1380,galius zed, (new earth),secret identity,good characters,black eyes,,male characters,deceased characters,19,"1981, june",1981
1381,carl draper, (new earth),,,,,male characters,living characters,19,"1979, january",1979
1382,jonathan drew, (new earth),secret identity,,,,male characters,living characters,19,"1976, february",1976
1383,val kaliban, (new earth),secret identity,bad characters,blue eyes,,male characters,deceased characters,19,"1973, april",1973
1384,tala, (new earth),public identity,bad characters,,black hair,female characters,living characters,19,"1969, december",1969
1385,dawn allen, (new earth),,,blue eyes,red hair,female characters,deceased characters,19,"1968, october",1968
1386,brute, (new earth),public identity,good characters,,red hair,male characters,living characters,19,"1967, april",1967
1387,juggler, (new earth),,good characters,blue eyes,black hair,male characters,living characters,19,"1967, april",1967
1388,snake-oil, (new earth),public identity,neutral characters,brown eyes,black hair,male characters,living characters,19,"1967, april",1967
1389,swinger, (new earth),,good characters,blue eyes,,male characters,living characters,19,"1967, april",1967
1390,fisherman, (new earth),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,19,"1965, june",1965
1391,roger denning, (new earth),public identity,neutral characters,blue eyes,black hair,male characters,living characters,19,"1965, september",1965
1392,axel storm, (new earth),secret identity,bad characters,,black hair,male characters,living characters,19,"1964, december",1964
1393,garguax, (new earth),,bad characters,red eyes,,male characters,deceased characters,19,"1964, november",1964
1394,ira west, (new earth),public identity,good characters,blue eyes,grey hair,male characters,living characters,19,"1963, february",1963
1395,jackie johnson, (new earth),public identity,good characters,brown eyes,black hair,male characters,living characters,19,"1961, december",1961
1396,herupa hando hu, (new earth),public identity,good characters,blue eyes,white hair,male characters,living characters,19,"1960, august",1960
1397,marie leeds, (new earth),,good characters,blue eyes,blond hair,female characters,living characters,19,"1951, november",1951
1398,rose canton, (new earth),secret identity,bad characters,black eyes,blond hair,female characters,deceased characters,19,"1947, november",1947
1399,jonathan cheval, (new earth),public identity,bad characters,blue eyes,brown hair,male characters,deceased characters,19,"1945, april",1945
1400,leslie humphries, (new earth),,good characters,,black hair,male characters,deceased characters,19,"1939, july",1939
1401,hadley jaggar, (new earth),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,19,,
1402,nergal, (new earth),,bad characters,yellow eyes,,male characters,living characters,19,,
1403,bruce wayne clone, (new earth),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,18,"2009, january",2009
1404,tallulah black, (new earth),,good characters,brown eyes,brown hair,female characters,living characters,18,"2007, april",2007
1405,leslie willis, (new earth),public identity,good characters,,blue hair,female characters,living characters,18,"2006, march",2006
1406,peter garibaldi, (new earth),public identity,good characters,blue eyes,,male characters,living characters,18,"2003, october",2003
1407,alexander montez, (new earth),public identity,neutral characters,brown eyes,black hair,male characters,deceased characters,18,"2001, september",2001
1408,trevor barnes, (new earth),public identity,good characters,brown eyes,brown hair,male characters,deceased characters,18,"2001, july",2001
1409,brainiac 13, (new earth),secret identity,bad characters,,,male characters,deceased characters,18,"2000, february",2000
1410,plunder, (new earth),secret identity,bad characters,black eyes,brown hair,male characters,living characters,18,"2000, october",2000
1411,thomas burke, (new earth),,good characters,black eyes,black hair,male characters,living characters,18,"2000, september",2000
1412,vincent del arrazio, (new earth),,good characters,,,male characters,living characters,18,"2000, august",2000
1413,eye, (new earth),secret identity,good characters,,blond hair,female characters,deceased characters,18,"1998, august",1998
1414,anne fletcher, (new earth),,good characters,blue eyes,red hair,female characters,living characters,18,"1997, june",1997
1415,scott tucker, (new earth),,good characters,,blond hair,male characters,living characters,18,"1997, june",1997
1416,jake ketchum, (new earth),public identity,good characters,,red hair,male characters,living characters,18,"1996, december",1996
1417,dudley h. dudley, (new earth),public identity,good characters,blue eyes,white hair,male characters,living characters,18,"1995, march",1995
1418,meridian mychaels, (new earth),secret identity,good characters,,brown hair,female characters,living characters,18,"1994, october",1994
1419,annie bonelli, (new earth),public identity,good characters,blue eyes,brown hair,female characters,living characters,18,"1993, may",1993
