id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
455,rom, (earth-616),public identity,good characters,blue eyes,black hair,male characters,living characters,92,Dec-79,1979
456,selene gallio, (earth-616),secret identity,bad characters,brown eyes,black hair,female characters,living characters,92,Nov-83,1983
457,norman harold osborn, (earth-616),no dual identity,bad characters,blue eyes,brown hair,male characters,living characters,92,Apr-85,1985
458,michiko musashi, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,92,Oct-92,1992
459,skaar, (earth-616),no dual identity,good characters,green eyes,black hair,male characters,living characters,92,8-Jan,2008
460,ulik, (earth-616),public identity,bad characters,brown eyes,brown hair,male characters,deceased characters,91,Feb-67,1967
461,roxanne simpson, (earth-616),secret identity,good characters,,,female characters,deceased characters,91,Aug-72,1972
462,sinthea shmidt, (earth-616),public identity,bad characters,brown eyes,no hair,female characters,living characters,91,Feb-84,1984
463,george washington bridge, (earth-616),secret identity,good characters,brown eyes,white hair,male characters,deceased characters,91,Aug-91,1991
464,molly hayes, (earth-616),secret identity,good characters,green eyes,brown hair,female characters,living characters,90,3-Jul,2003
465,klaus voorhees, (earth-616),public identity,bad characters,blue eyes,bald,male characters,living characters,89,Nov-63,1963
466,vanisher, (earth-616),secret identity,neutral characters,green eyes,bald,male characters,living characters,89,Nov-63,1963
467,skurge, (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,88,Apr-64,1964
468,arthur parks, (earth-616),,bad characters,variable eyes,variable hair,male characters,living characters,88,Nov-66,1966
469,bernadette rosenthal, (earth-616),no dual identity,,green eyes,auburn hair,female characters,living characters,88,Jul-80,1980
470,nathan lubensky, (earth-616),public identity,good characters,blue eyes,white hair,male characters,deceased characters,87,Oct-80,1980
471,david haller, (earth-616),secret identity,good characters,blue eyes,black hair,male characters,living characters,87,Mar-85,1985
472,lemar hoskins, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,87,Nov-86,1986
473,donald pierce, (earth-616),secret identity,bad characters,blue eyes,blond hair,male characters,deceased characters,86,Jan-80,1980
474,joseph chapman, (earth-616),secret identity,good characters,blue eyes,brown hair,male characters,living characters,86,Jan-81,1981
475,karolina dean, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,86,3-Jul,2003
476,bastion, (earth-616),secret identity,bad characters,hazel eyes,white hair,male characters,deceased characters,85,May-96,1996
477,kull, (earth-616),public identity,good characters,grey eyes,black hair,male characters,living characters,84,Oct-70,1970
478,satana hellstrom, (earth-616),no dual identity,bad characters,red eyes,red hair,female characters,living characters,84,Oct-73,1973
479,laynia petrovna, (earth-616),secret identity,good characters,brown eyes,blond hair,female characters,living characters,84,Aug-76,1976
480,night raven, (earth-616),secret identity,good characters,grey eyes,bald,male characters,living characters,84,Mar-79,1979
481,kavita rao, (earth-616),no dual identity,good characters,brown eyes,black hair,female characters,living characters,84,4-Jul,2004
482,danielle cage, (earth-616),no dual identity,good characters,green eyes,black hair,female characters,living characters,84,6-Mar,2006
483,frederick foswell, (earth-616),secret identity,neutral characters,blue eyes,brown hair,male characters,deceased characters,83,Mar-64,1964
484,john greycrow, (earth-616),secret identity,neutral characters,grey eyes,black hair,male characters,living characters,83,Oct-86,1986
485,michael duffy, (earth-616),public identity,good characters,,brown hair,male characters,deceased characters,82,Mar-41,1941
486,eric koenig, (earth-616),no dual identity,good characters,blue eyes,blond hair,male characters,deceased characters,82,Feb-66,1966
487,zheng zu, (earth-616),secret identity,bad characters,green eyes,black hair,male characters,deceased characters,82,Dec-73,1973
488,keniuchio harada, (earth-616),public identity,neutral characters,brown eyes,black hair,male characters,deceased characters,82,Jul-74,1974
489,irene adler, (earth-616),secret identity,neutral characters,white eyes,silver hair,female characters,deceased characters,82,Jan-81,1981
490,marrina smallwood, (earth-616),secret identity,good characters,black eyes,green hair,female characters,living characters,82,Aug-83,1983
491,fred davis jr., (earth-616),secret identity,good characters,blue eyes,white hair,male characters,deceased characters,81,Aug-45,1945
492,zelda dubois, (earth-616),public identity,bad characters,green eyes,auburn hair,female characters,living characters,81,Mar-65,1965
493,beyonder, (earth-616),secret identity,neutral characters,variable eyes,variable hair,male characters,living characters,81,May-84,1984
494,roxanne washington, (earth-616),secret identity,,,,female characters,living characters,81,5-Aug,2005
495,bonita juarez, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,80,Nov-81,1981
496,surtur, (earth-616),no dual identity,bad characters,yellow eyes,red hair,male characters,deceased characters,79,Oct-63,1963
497,stranger, (earth-616),secret identity,neutral characters,white eyes,white hair,male characters,living characters,79,May-65,1965
498,brandy clark, (earth-616),public identity,good characters,,brown hair,female characters,living characters,79,Dec-79,1979
499,lillian crawley, (earth-616),secret identity,good characters,hazel eyes,brown hair,female characters,deceased characters,79,Aug-83,1983
500,ichabod, (earth-616),secret identity,good characters,,white hair,male characters,living characters,78,Dec-48,1948
501,russell collins, (earth-616),public identity,good characters,blue eyes,red hair,male characters,deceased characters,78,Feb-86,1986
502,michael badilino, (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,deceased characters,78,Jan-92,1992
503,helen takahama, (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,78,Apr-97,1997
504,en sabah nur, (earth-616),secret identity,good characters,black eyes,black hair,male characters,living characters,78,11-Jun,2011
505,dai thomas, (earth-616),public identity,,,brown hair,male characters,living characters,77,Sep-75,1975
506,maria callasantos, (earth-616),secret identity,bad characters,brown eyes,brown hair,female characters,deceased characters,77,Mar-91,1991
507,sally avril, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,deceased characters,76,Aug-62,1962
508,ebenezer laughton, (earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,76,Mar-64,1964
509,pluto, (earth-616),secret identity,bad characters,grey eyes,black hair,male characters,deceased characters,76,Apr-66,1966
510,arnim zola, (earth-616),no dual identity,bad characters,,no hair,male characters,living characters,76,Apr-77,1977
511,mariko yashida, (earth-616),no dual identity,good characters,brown eyes,black hair,female characters,deceased characters,76,Feb-79,1979
512,dallas riordan, (earth-616),secret identity,good characters,blue eyes,red hair,female characters,living characters,76,Apr-97,1997
513,hannibal king, (earth-616),no dual identity,good characters,brown eyes,brown hair,male characters,living characters,75,Oct-74,1974
514,thomas cassidy, (earth-616),public identity,bad characters,blue eyes,black hair,male characters,living characters,75,Jun-76,1976
515,kara killgrave, (earth-616),secret identity,good characters,purple eyes,black hair,female characters,living characters,75,Dec-86,1986
516,jess\u00e1n hoan, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,75,May-88,1988
517,daisy johnson, (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,75,4-Jul,2004
518,john horton, (earth-616),public identity,bad characters,yellow eyes,yellow hair,male characters,living characters,74,Nov-72,1972
519,cecilia reyes, (earth-616),no dual identity,good characters,brown eyes,brown hair,female characters,living characters,74,Jun-97,1997
520,barnell bohusk, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,74,1-Oct,2001
521,victor mancha, (earth-616),no dual identity,good characters,green eyes,brown hair,male characters,living characters,74,5-Apr,2005
522,awesome android, (earth-616),no dual identity,neutral characters,,no hair,male characters,living characters,73,Jun-63,1963
523,samuel smithers, (earth-616),public identity,bad characters,green eyes,grey hair,male characters,living characters,73,Oct-63,1963
524,wilbur day, (earth-616),public identity,bad characters,blue eyes,bald,male characters,deceased characters,73,Jun-65,1965
525,silvio manfredi, (earth-616),public identity,bad characters,blue eyes,silver hair,male characters,living characters,73,Jun-69,1969
526,richard fisk, (earth-616),secret identity,bad characters,blue eyes,blond hair,male characters,deceased characters,73,Apr-70,1970
527,edward whelan, (earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,living characters,73,Aug-82,1982
528,donald gill, (earth-616),public identity,neutral characters,blue eyes,blue hair,male characters,living characters,73,Oct-87,1987
529,alani ryan, (earth-616),secret identity,good characters,brown eyes,brown hair,female characters,living characters,73,4-Jun,2004
530,aarkus, (earth-616),secret identity,good characters,white eyes,no hair,male characters,living characters,72,Nov-40,1940
531,aloysius kare, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,deceased characters,72,Nov-50,1950
532,ringo kid, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,72,Aug-54,1954
533,maynard tiboldt, (earth-616),public identity,,green eyes,black hair,male characters,living characters,72,Sep-62,1962
534,esteban coraz\u00f3n de ablo, (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,living characters,72,Sep-64,1964
535,marvin flumm, (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,living characters,72,Feb-66,1966
536,nathaniel richards, (earth-616),no dual identity,neutral characters,brown eyes,grey hair,male characters,living characters,72,Nov-84,1984
537,kathryn cushing, (earth-616),,,blue eyes,blond hair,female characters,living characters,72,Nov-85,1985
538,cameron hodge, (earth-616),public identity,bad characters,blue eyes,grey hair,male characters,deceased characters,72,Feb-86,1986
539,alistaire stuart, (earth-616),no dual identity,,variable eyes,variable hair,male characters,living characters,72,Mar-89,1989
540,stacy dolan, (earth-616),public identity,good characters,brown eyes,brown hair,female characters,living characters,72,May-90,1990
541,sleepwalker, (earth-616),secret identity,good characters,red eyes,no hair,male characters,living characters,72,Jun-91,1991
542,ben hamill, (earth-616),secret identity,good characters,,,male characters,living characters,72,4-Jan,2004
543,ivan kragoff, (earth-616),secret identity,bad characters,brown eyes,grey hair,male characters,living characters,71,Apr-63,1963
544,marco scarlotti, (earth-616),public identity,bad characters,blue eyes,blond hair,male characters,deceased characters,71,Jan-68,1968
545,jennifer takeda, (earth-616),public identity,good characters,brown eyes,black hair,female characters,living characters,71,10-Aug,2010
546,broo, (earth-616),secret identity,good characters,,no hair,male characters,living characters,71,11-Sep,2011
547,robert grayson, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,70,Dec-50,1950
548,boris bullski, (earth-616),secret identity,bad characters,blue eyes,brown hair,male characters,living characters,70,Sep-65,1965
549,maximillian coleridge, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,living characters,70,Apr-76,1976
550,oracle, (earth-616),public identity,good characters,pink eyes,blond hair,female characters,living characters,70,Oct-77,1977
551,hope abbott, (earth-616),secret identity,good characters,hazel eyes,brown hair,female characters,living characters,70,5-Jun,2005
552,"nicholas fury, jr., (earth-616)", (earth-616),no dual identity,good characters,one eye,bald,male characters,living characters,70,12-Jan,2012
553,fin fang foom, (earth-616),secret identity,bad characters,red eyes,no hair,male characters,living characters,69,Oct-61,1961
554,shalla-bal, (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,69,Aug-68,1968
555,samuel saxon, (earth-616),public identity,bad characters,brown eyes,bald,male characters,living characters,69,Feb-69,1969
556,jean dewolff, (earth-616),public identity,good characters,green eyes,blond hair,female characters,deceased characters,69,Aug-76,1976
557,blanche sitznski, (earth-616),secret identity,bad characters,green eyes,blond hair,female characters,living characters,69,Jun-80,1980
558,tanya sealy, (earth-616),secret identity,neutral characters,green eyes,black hair,female characters,living characters,69,Jun-80,1980
559,joy mercado, (earth-616),public identity,good characters,blue eyes,blond hair,female characters,living characters,69,Sep-83,1983
560,bennet du paris, (earth-616),secret identity,bad characters,white eyes,black hair,male characters,living characters,69,Jul-93,1993
561,martha franklin, (earth-616),secret identity,good characters,blue eyes,black hair,female characters,deceased characters,69,Nov-98,1998
562,bentley wittman, (earth-616),no dual identity,good characters,brown eyes,brown hair,male characters,living characters,69,9-Oct,2009
563,rachel van helsing, (earth-616),public identity,,blue eyes,blond hair,female characters,deceased characters,68,Jul-72,1972
564,jerome beechman, (earth-616),public identity,bad characters,black eyes,brown hair,male characters,living characters,68,Jun-73,1973
565,tyros, (earth-616),public identity,bad characters,grey eyes,no hair,male characters,deceased characters,68,Oct-79,1979
566,yukio, (earth-616),no dual identity,neutral characters,brown eyes,black hair,female characters,living characters,68,Sep-82,1982
567,lila cheney, (earth-616),public identity,good characters,blue eyes,black hair,female characters,living characters,68,Nov-84,1984
568,thomas fireheart, (earth-616),secret identity,neutral characters,green eyes,black hair,male characters,living characters,68,Sep-84,1984
569,everett ross, (earth-616),public identity,good characters,,brown hair,male characters,living characters,68,Sep-98,1998
570,criti noll, (earth-616),secret identity,bad characters,green eyes,no hair,female characters,deceased characters,68,6-Sep,2006
571,kenneth hale, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,67,Mar-54,1954
572,korg, (earth-616),no dual identity,good characters,black eyes,no hair,male characters,living characters,67,Aug-62,1962
573,mark raxton, (earth-616),public identity,good characters,hazel eyes,blond hair,male characters,living characters,67,Sep-65,1965
574,calvin rankin, (earth-616),,good characters,brown eyes,brown hair,male characters,living characters,67,Apr-66,1966
575,basil sandhurst, (earth-616),secret identity,bad characters,white eyes,black hair,male characters,living characters,67,Apr-69,1969
576,hobie brown, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,67,Nov-69,1969
577,topaz, (earth-616),no dual identity,good characters,brown eyes,black hair,female characters,living characters,67,Jan-74,1974
578,shadow king, (earth-616),,bad characters,red eyes,no hair,male characters,living characters,67,Jan-79,1979
579,william cross, (earth-616),secret identity,bad characters,blue eyes,white hair,male characters,living characters,67,Jun-79,1979
580,lance bannon, (earth-616),public identity,good characters,blue eyes,brown hair,male characters,deceased characters,67,Sep-80,1980
581,rita demara, (earth-616),public identity,good characters,blue eyes,strawberry blond hair,female characters,living characters,67,Feb-86,1986
582,tong, (earth-616),secret identity,good characters,,no hair,female characters,living characters,67,10-Mar,2010
583,romulus augustulus, (earth-616),secret identity,bad characters,brown eyes,blond hair,male characters,living characters,66,Jan-63,1963
584,super-adaptoid, (earth-616),secret identity,bad characters,black eyes,no hair,male characters,living characters,66,Oct-66,1966
585,john proudstar, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,deceased characters,66,May-75,1975
586,christoph nord, (earth-616),secret identity,good characters,blue eyes,black hair,male characters,living characters,66,Feb-92,1992
587,maya lopez, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,deceased characters,66,Dec-99,1999
588,old lace, (earth-616),no dual identity,good characters,red eyes,no hair,female characters,living characters,66,3-Aug,2003
589,humberto lopez, (earth-616),secret identity,good characters,blue eyes,black hair,male characters,deceased characters,66,9-May,2009
590,morgan le fay, (earth-616),no dual identity,bad characters,green eyes,purple hair,female characters,living characters,65,May-55,1955
591,luchino nefaria, (earth-616),public identity,bad characters,blue eyes,black hair,male characters,living characters,65,Feb-65,1965
592,jennifer kale, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,deceased characters,65,Dec-72,1972
593,douglas scott, (earth-616),secret identity,bad characters,blue eyes,bald,male characters,living characters,65,Oct-81,1981
594,ashley kafka, (earth-616),no dual identity,good characters,blue eyes,black hair,female characters,deceased characters,65,Jul-91,1991
595,robert herman, (earth-616),secret identity,neutral characters,,no hair,male characters,living characters,65,1-Oct,2001
596,shuri, (earth-616),public identity,good characters,brown eyes,black hair,female characters,living characters,65,5-May,2005
597,justin hammer, (earth-616),public identity,bad characters,blue eyes,grey hair,male characters,deceased characters,64,Mar-79,1979
598,michael steel, (earth-616),secret identity,bad characters,white eyes,no hair,male characters,living characters,64,Dec-80,1980
599,kristoff vernard, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,64,Oct-82,1982
600,gateway, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,deceased characters,64,May-88,1988
601,lily hollister, (earth-616),public identity,bad characters,brown eyes,black hair,female characters,living characters,64,8-Jan,2008
602,tyr odinson, (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,63,Oct-62,1962
603,krang, (earth-616),secret identity,neutral characters,blue eyes,black hair,male characters,living characters,63,Sep-63,1963
604,zebediah killgrave, (earth-616),public identity,bad characters,purple eyes,purple hair,male characters,living characters,63,Oct-64,1964
605,en dwi gast, (earth-616),secret identity,bad characters,red eyes,white hair,male characters,living characters,63,Oct-69,1969
606,arthur stacy, (earth-616),,good characters,blue eyes,grey hair,male characters,living characters,63,Feb-71,1971
607,david griffith, (earth-616),no dual identity,good characters,blue eyes,blond hair,male characters,living characters,63,Aug-72,1972
608,franklin hall, (earth-616),public identity,bad characters,blue eyes,white hair,male characters,living characters,63,Apr-77,1977
609,microtron, (earth-616),,,,,,living characters,63,Jan-79,1979
610,sara wolfe, (earth-616),public identity,good characters,,black hair,female characters,living characters,63,Dec-79,1979
611,simon utrecht, (earth-616),secret identity,bad characters,brown eyes,grey hair,male characters,living characters,63,Dec-80,1980
612,vertigo, (earth-616),secret identity,bad characters,blue eyes,green hair,female characters,deceased characters,63,Mar-82,1982
613,armando mu\u00f1oz, (earth-616),secret identity,good characters,white eyes,no hair,male characters,living characters,63,6-Feb,2006
614,jeanne foucault, (earth-616),secret identity,good characters,blue eyes,black hair,female characters,living characters,63,10-Aug,2010
615,bruno horgan, (earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,deceased characters,62,Nov-63,1963
616,owen reece, (earth-616),secret identity,neutral characters,blue eyes,brown hair,male characters,deceased characters,62,Nov-63,1963
617,phineas mason, (earth-616),public identity,neutral characters,grey eyes,white hair,male characters,living characters,62,May-63,1963
618,man-beast, (earth-616),secret identity,bad characters,red eyes,brown hair,male characters,living characters,62,Nov-66,1966
619,candace southern, (earth-616),no dual identity,good characters,blue eyes,black hair,female characters,deceased characters,62,Apr-67,1967
620,heather glenn, (earth-616),no dual identity,good characters,blue eyes,black hair,female characters,deceased characters,62,Oct-75,1975
621,rintrah, (earth-616),secret identity,good characters,brown eyes,green hair,male characters,living characters,62,Dec-86,1986
622,kevin masterson, (earth-616),public identity,good characters,blue eyes,blond hair,male characters,living characters,62,Jun-88,1988
623,arkady rossovich, (earth-616),secret identity,bad characters,red eyes,blond hair,male characters,deceased characters,62,Jan-92,1992
624,karima shapandar, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,62,Jun-00,2000
625,norah winters, (earth-616),no dual identity,good characters,blue eyes,blond hair,female characters,living characters,62,8-Dec,2008
626,brandon sharpe, (earth-616),public identity,good characters,brown eyes,black hair,male characters,living characters,62,10-Aug,2010
627,plan chu, (earth-616),secret identity,bad characters,blue eyes,bald,male characters,deceased characters,61,Oct-56,1956
628,william connors, (earth-616),no dual identity,good characters,blue eyes,blond hair,male characters,deceased characters,61,Nov-63,1963
629,modred, (earth-616),secret identity,neutral characters,blue eyes,silver hair,male characters,living characters,61,Oct-75,1975
630,james darnell, (earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,61,Dec-80,1980
631,carnage, (earth-616),public identity,bad characters,white eyes,no hair,agender characters,living characters,61,Mar-92,1992
632,venus, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,61,6-Oct,2006
633,lance temple, (earth-616),secret identity,good characters,blue eyes,blond hair,male characters,deceased characters,60,Sep-54,1954
634,impossible man, (earth-616),no dual identity,neutral characters,purple eyes,no hair,male characters,living characters,60,Feb-63,1963
635,robert hunter, (earth-616),public identity,bad characters,blue eyes,white hair,male characters,living characters,60,Sep-74,1974
636,onslaught, (earth-616),secret identity,bad characters,red eyes,no hair,male characters,living characters,60,May-96,1996
637,irene merryweather, (earth-616),no dual identity,good characters,brown eyes,brown hair,female characters,living characters,60,Nov-97,1997
638,e.v.a., (earth-616),secret identity,good characters,,no hair,female characters,living characters,60,2-Sep,2002
639,mik, (earth-616),secret identity,good characters,,no hair,male characters,living characters,60,10-Mar,2010
640,kro, (earth-616),secret identity,bad characters,red eyes,bald,male characters,living characters,59,Aug-40,1940
641,toni turner, (earth-616),public identity,,black eyes,black hair,female characters,living characters,59,Jan-62,1962
642,melvin potter, (earth-616),public identity,,blue eyes,bald,male characters,living characters,59,Jul-66,1966
643,billy russo, (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,59,Oct-76,1976
644,anath-na mut, (earth-616),secret identity,bad characters,red eyes,bald,male characters,living characters,59,Feb-77,1977
645,gilgamesh, (earth-616),secret identity,good characters,blue eyes,black hair,male characters,living characters,59,Jul-77,1977
646,rebecca blake, (earth-616),public identity,neutral characters,,auburn hair,female characters,living characters,59,Nov-78,1978
647,biotron, (earth-616),no dual identity,good characters,,,male characters,living characters,59,Jan-79,1979
648,ruth bat-seraph, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,59,Aug-80,1980
649,sofia mantega, (earth-616),secret identity,good characters,brown eyes,brown hair,female characters,living characters,59,3-Jul,2003
650,nezhno abidemi, (earth-616),secret identity,good characters,blue eyes,bald,male characters,living characters,59,6-Apr,2006
651,thomas shepherd, (earth-616),secret identity,good characters,green eyes,white hair,male characters,living characters,59,6-Mar,2006
652,ken mack, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,deceased characters,59,10-Aug,2010
653,turg, (earth-616),secret identity,good characters,,no hair,male characters,living characters,59,10-Mar,2010
654,ivan petrovitch, (earth-616),public identity,,brown eyes,brown hair,male characters,deceased characters,58,Aug-70,1970
655,robert diamond, (earth-616),no dual identity,good characters,blue eyes,blond hair,male characters,living characters,58,Apr-74,1974
656,debra whitman, (earth-616),no dual identity,,green eyes,blond hair,female characters,living characters,58,Sep-79,1979
657,cassandra webb, (earth-616),public identity,good characters,grey eyes,black hair,female characters,deceased characters,58,Nov-80,1980
658,claudette and nicole st. croix, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,58,Sep-94,1994
659,greg willis, (earth-616),secret identity,good characters,blue eyes,brown hair,male characters,living characters,58,5-Aug,2005
660,korr, (earth-616),secret identity,good characters,,no hair,,living characters,58,10-Mar,2010
661,daniel brito, (earth-616),public identity,bad characters,brown eyes,black hair,male characters,deceased characters,57,Mar-64,1964
662,jackson brice, (earth-616),public identity,bad characters,brown eyes,brown hair,male characters,deceased characters,57,Mar-64,1964
663,quincy harker, (earth-616),no dual identity,good characters,blue eyes,white hair,male characters,deceased characters,57,Mar-73,1973
664,duvid fortunov, (earth-616),public identity,good characters,blue eyes,brown hair,male characters,living characters,57,Aug-75,1975
665,philippa sontag, (earth-616),secret identity,bad characters,violet eyes,black hair,female characters,living characters,57,Oct-86,1986
666,laurie tromette, (earth-616),secret identity,good characters,blue eyes,brown hair,female characters,living characters,57,10-Sep,2010
667,max modell, (earth-616),public identity,good characters,blue eyes,red hair,male characters,living characters,57,11-Jan,2011
668,arthur pendragon, (earth-616),no dual identity,good characters,blue eyes,brown hair,male characters,living characters,56,Mar-44,1944
669,hera argeia, (earth-616),secret identity,bad characters,blue eyes,blond hair,female characters,living characters,56,Apr-49,1949
670,johann fennhoff, (earth-616),public identity,bad characters,blue eyes,red hair,male characters,living characters,56,Nov-68,1968
671,mesmero, (earth-616),secret identity,neutral characters,green eyes,brown hair,male characters,living characters,56,Oct-68,1968
672,martha robertson, (earth-616),no dual identity,good characters,,black hair,female characters,living characters,56,Jan-69,1969
673,james braddock jr., (earth-616),no dual identity,neutral characters,blue eyes,black hair,male characters,deceased characters,56,Dec-76,1976
674,ayesha, (earth-616),secret identity,,white eyes,blond hair,female characters,living characters,56,Nov-77,1977
675,nebula, (earth-616),secret identity,bad characters,blue eyes,bald,female characters,living characters,56,Jul-85,1985
676,blackout, (earth-616),secret identity,bad characters,red eyes,white hair,male characters,living characters,56,Jun-90,1990
677,garrison kane, (earth-616),secret identity,bad characters,blue eyes,black hair,male characters,deceased characters,56,Sep-91,1991
678,phyla-vell, (earth-616),public identity,good characters,blue eyes,white hair,female characters,deceased characters,56,4-Jan,2004
679,vil, (earth-616),secret identity,neutral characters,,no hair,female characters,living characters,56,10-Apr,2010
680,eliot franklin, (earth-616),public identity,,brown eyes,brown hair,male characters,living characters,55,Sep-62,1962
681,psycho-man, (earth-616),secret identity,bad characters,yellow eyes,,male characters,living characters,55,Nov-67,1967
682,humanoid experimental robot b-type integrated electronics, (earth-616),secret identity,good characters,yellow eyes,no hair,male characters,living characters,55,Aug-79,1979
683,cleo nefertiti, (earth-616),secret identity,neutral characters,brown eyes,black hair,female characters,living characters,55,Sep-85,1985
684,fen, (earth-616),no dual identity,good characters,green eyes,auburn hair,female characters,living characters,55,,
685,martha connors, (earth-616),public identity,,blue eyes,red hair,female characters,deceased characters,54,Nov-63,1963
686,stan lee, (earth-616),no dual identity,good characters,brown eyes,black hair,male characters,living characters,54,Jan-63,1963
687,athena parthenos, (earth-616),no dual identity,neutral characters,,black hair,female characters,deceased characters,54,May-69,1969
688,hector ayala, (earth-616),public identity,good characters,brown eyes,black hair,male characters,deceased characters,54,Dec-75,1975
689,blake tower, (earth-616),no dual identity,good characters,,blond hair,male characters,living characters,54,Jan-76,1976
690,dimitri bukharin, (earth-616),secret identity,,brown eyes,bald,male characters,living characters,54,Apr-78,1978
691,captain universe, (earth-616),secret identity,good characters,variable eyes,variable hair,agender characters,living characters,54,Aug-79,1979
692,mister negative, (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,living characters,54,7-Jun,2007
693,william lumpkin, (earth-616),public identity,good characters,blue eyes,grey hair,male characters,living characters,53,Feb-63,1963
694,ego, (earth-616),no dual identity,,,no hair,male characters,living characters,53,Sep-66,1966
695,bova ayrshire, (earth-616),secret identity,good characters,brown eyes,brown hair,female characters,deceased characters,53,Aug-74,1974
696,seth, (earth-616),no dual identity,bad characters,brown eyes,red hair,male characters,living characters,53,Oct-75,1975
697,brian falsworth, (earth-616),secret identity,,brown eyes,brown hair,male characters,deceased characters,53,Jul-77,1977
698,nikolai krylenko, (earth-616),secret identity,neutral characters,blue eyes,red hair,male characters,living characters,53,Apr-78,1978
699,valinor, (earth-616),public identity,neutral characters,brown eyes,black hair,male characters,living characters,53,Mar-79,1979
700,ann darnell, (earth-616),secret identity,,green eyes,brown hair,female characters,living characters,53,Dec-80,1980
701,alexander pierce, (earth-616),,good characters,brown eyes,brown hair,male characters,living characters,53,Aug-88,1988
702,kayla ballantine, (earth-616),public identity,good characters,,strawberry blond hair,female characters,living characters,53,Nov-89,1989
703,vanessa carlysle, (earth-616),secret identity,neutral characters,red eyes,white hair,female characters,living characters,53,Feb-91,1991
704,donyell taylor, (earth-616),secret identity,good characters,brown eyes,black hair,male characters,living characters,53,Oct-93,1993
705,ken ellis, (earth-616),public identity,,brown eyes,brown hair,male characters,living characters,53,Nov-94,1994
706,teon macik, (earth-616),secret identity,good characters,brown eyes,brown hair,male characters,living characters,53,10-Dec,2010
707,wu, (earth-616),secret identity,neutral characters,,no hair,male characters,living characters,53,10-Apr,2010
708,eva bell, (earth-616),public identity,good characters,blue eyes,black hair,female characters,living characters,53,13-Jan,2013
709,zuras, (earth-616),no dual identity,good characters,blue eyes,red hair,male characters,deceased characters,52,Aug-40,1940
710,kevin marlow, (earth-616),secret identity,,blue eyes,blond hair,male characters,living characters,52,Oct-41,1941
711,steven rogers, (earth-616),secret identity,neutral characters,blue eyes,blond hair,male characters,living characters,52,Dec-53,1953
712,space phantom, (earth-616),,,black eyes,brown hair,male characters,living characters,52,Nov-63,1963
713,tana nile, (earth-616),no dual identity,good characters,blue eyes,black hair,female characters,deceased characters,52,Jun-66,1966
714,turk barrett, (earth-616),public identity,bad characters,brown eyes,black hair,male characters,living characters,52,Oct-70,1970
715,xandarian worldmind, (earth-616),public identity,good characters,,,,living characters,52,Apr-77,1977
716,argon, (earth-616),public identity,neutral characters,blue eyes,blond hair,male characters,deceased characters,52,Jan-79,1979
717,fabian stankowicz, (earth-616),public identity,good characters,blue eyes,grey hair,male characters,living characters,52,Mar-82,1982
718,masque, (earth-616),secret identity,,red eyes,bald,male characters,living characters,52,May-83,1983
719,manuel de la rocha, (earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,52,Jun-84,1984
720,kodiak noatak, (earth-616),secret identity,bad characters,,red hair,male characters,living characters,52,Oct-86,1986
